"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207","X208","X209","X210","X211","X212","X213","X214","X215","X216","X217","X218","X219","X220","X221","X222","X223","X224","X225","X226","X227","X228","X229","X230","X231","X232","X233","X234","X235","X236","X237","X238","X239","X240","X241","X242","X243","X244","X245","X246","X247","X248","X249","X250","X251","X252","X253","X254","X255","X256","X257","X258","X259","X260","X261","X262","X263","X264","X265","X266","X267","X268","X269","X270","X271","X272","X273","X274","X275","X276","X277","X278","X279","X280","X281","X282","X283","X284","X285","X286","X287","X288","X289","X290","X291","X292","X293","X294","X295","X296","X297","X298","X299","X300","X301","X302","X303","X304","X305","X306","X307","X308","X309","X310","X311","X312","X313","X314","X315","X316","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X327","X328","X329","X330","X331","X332","X333","X334","X335","X336","X337","X338","X339","X340","X341","X342","X343","X344","X345","X346","X347","X348","X349","X350","X351","X352","X353","X354","X355","X356","X357","X358","X359","X360","X361","X362","X363","X364","X365","X366","X367","X368","X369","X370","X371","X372","X373","X374","X375","X376","X377","X378","X379","X380","X381","X382","X383","X384","X385","X386","X387","X388","X389","X390","X391","X392","X393","X394","X395","X396","X397","X398","X399","X400","X401","X402","X403","X404","X405","X406","X407","X408","X409","X410","X411","X412","X413","X414","X415","X416","X417","X418","X419","X420","X421","X422","X423","X424","X425","X426","X427","X428","X429","X430","X431","X432","X433","X434","X435","X436","X437","X438","X439","X440","X441","X442","X443","X444","X445","X446","X447","X448","X449","X450","X451","X452","X453","X454","X455","X456","X457","X458","X459","X460","X461","X462","X463","X464","X465","X466","X467","X468","X469","X470","X471","X472","X473","X474","X475","X476","X477","X478","X479","X480","X481","X482","X483","X484","X485","X486","X487","X488","X489","X490","X491","X492","X493","X494","X495","X496","X497","X498","X499","X500"
"250",0,0,1,0,38,2,4,0,2,36,8,0,0,0,0,9,1,1,0,5,0,10,2,1,2,3,1,35,10,0,6,1,6,28,0,1,0,1,2,4,8,0,8,0,1,0,0,0,0,0,2,13,78,1,21,0,10,11,6,8,1,1,0,8,1,1,0,3,0,0,1,17,1,2,19,0,0,2,0,1,3,1,8,12,2,9,0,1,0,0,0,1,5,15,2,0,0,1,4,3,12,0,0,9,9,2,0,4,2,2,2,2,5,3,5,0,4,8,1,4,0,16,1,3,3,11,0,4,0,0,0,1,8,3,5,0,1,5,2,1,0,0,0,3,0,13,24,8,0,22,2,0,0,5,0,0,2,5,11,14,8,6,5,9,2,2,0,9,2,9,6,4,0,0,0,0,4,7,1,0,12,0,6,4,0,2,36,5,0,3,0,3,4,0,5,3,6,0,0,0,0,6,5,6,0,0,3,1,0,0,235,1,0,2,3,3,1,0,9,37,0,0,20,3,6,0,0,5,5,134,6,79,8,3,0,3,0,2,13,5,0,7,10,40,0,6,14,0,9,6,3,0,12,0,1,1,0,9,21,12,0,1,0,3,10,1,0,11,0,18,11,2,1,118,8,0,0,5,7,6,1,1,1,0,1,2,0,0,0,3,11,0,1,6,1,2,0,1,51,2,0,18,4,0,2,0,5,4,0,5,0,2,7,4,0,15,12,1,0,0,0,3,1,1,2,0,0,3,0,6,15,394,0,6,0,0,1,1,5,7,513,1,58,3,1,0,1,0,1,22,0,0,4,1,2,2,14,0,3,0,22,0,0,1,426,4,2,4,5,0,5,470,0,19,1,4,111,62,2,1,20,0,5,1,7,0,1,2,3,0,0,1,11,0,2,1,1,7,3,7,1,0,1,0,28,1,0,0,0,0,7,7,3,4,0,3,1,4,0,22,7,1,1,0,176,1,13,4,0,0,2,17,8,7,0,0,3,1,0,0,1,6,0,6,11,2,10,0,0,12,18,0,0,0,4,0,1,2,2,2,0,0,7,12,1,1,0,0,0,0,2,4,3,0,2,0,0,3,0,0,1,1,4,1,21,10,0,3,1,4,7,13,10,0,0,0,2,1,3,0
"251",0,1,1,1,7,0,0,0,3,19,0,0,0,0,0,2,7,0,1,2,0,1,5,0,7,46,1,20,6,0,4,1,16,16,0,9,5,1,1,5,1,0,47,1,0,1,0,0,0,0,6,13,32,10,7,2,6,4,5,7,0,0,1,2,1,0,0,11,3,0,4,2,5,4,8,1,0,3,0,5,0,0,2,11,10,7,0,0,9,3,3,0,2,9,32,0,2,0,5,1,2,0,1,6,1,10,0,8,2,13,0,0,1,3,4,0,1,36,7,5,0,2,1,0,0,0,0,2,2,0,0,1,0,0,1,0,0,10,23,8,1,0,1,7,0,4,23,3,1,6,7,4,0,14,0,0,8,12,0,14,13,2,10,2,2,9,0,4,1,3,7,24,0,1,0,3,8,2,1,0,5,15,4,24,0,0,66,2,0,6,0,3,7,4,0,13,18,3,0,0,0,5,2,6,7,0,0,0,1,2,131,6,0,2,1,1,0,1,6,3,1,1,9,0,3,0,1,3,4,15,4,18,28,5,0,0,0,1,11,3,1,1,3,78,0,30,89,9,11,2,0,0,1,0,0,1,4,0,23,17,0,0,0,1,2,1,2,22,0,10,4,0,3,95,4,0,0,5,0,6,2,0,4,1,1,4,0,0,0,0,24,0,0,7,0,3,0,2,6,1,0,6,2,0,0,0,5,10,0,2,0,0,1,1,0,2,1,12,1,0,0,3,0,0,1,0,0,5,0,0,9,425,0,7,0,0,1,0,1,1,925,0,12,1,5,0,27,1,0,5,0,0,0,0,5,0,18,0,0,0,2,0,0,4,14420,0,1,0,10,11,1,109,0,5,15,9,37,17,12,0,10,33,1,5,0,0,3,13,6,0,0,0,9,0,7,7,6,24,7,8,3,2,5,7,7,0,6,0,3,2,0,42,1,0,0,3,0,4,4,33,12,0,2,0,235,18,22,0,5,2,0,5,58,7,0,0,4,3,0,0,2,13,0,1,17,1,9,0,0,9,19,0,1,0,10,0,0,3,0,0,0,0,2,1,1,3,2,5,1,0,9,3,2,16,0,2,0,8,1,0,0,0,0,1,18,115,0,0,2,3,8,6,2,0,0,2,0,2,3,1
"252",0,23,6,0,0,1,1,0,6,4,0,1,1,7,0,1,5,0,0,17,5,6,2,0,0,50,4,10,17,1,14,2,14,2,0,18,10,0,1,3,2,3,11,3,1,0,0,0,1,0,2,4,52,2,27,0,4,2,4,11,1,1,10,4,4,0,0,7,0,0,3,0,1,2,23,0,0,7,0,17,0,0,11,21,6,6,0,0,5,0,3,1,2,0,35,0,2,3,0,2,1,0,0,9,5,24,0,2,0,9,0,0,0,0,1,0,2,25,6,1,1,0,2,0,0,18,0,4,0,0,2,1,2,2,5,0,2,7,2,5,0,0,0,8,4,16,28,1,3,1,15,0,0,11,2,0,2,5,0,12,7,13,13,1,2,2,0,7,2,3,5,28,1,0,3,1,9,6,0,0,6,4,6,3,1,0,26,1,0,16,8,3,6,8,0,3,7,2,1,1,0,17,2,4,5,2,2,0,6,5,255,4,1,10,7,2,0,1,1,3,0,1,22,11,5,0,1,1,3,18,2,11,30,0,0,0,0,6,13,2,61,3,5,17,4,15,180,14,18,17,6,0,2,1,0,3,1,4,42,13,0,0,1,4,5,0,2,5,0,49,6,2,3,78,2,0,0,6,1,1,8,1,5,0,2,6,0,3,0,5,6,0,0,12,1,5,5,6,64,0,1,11,0,0,1,3,2,11,0,4,0,2,5,3,1,2,1,2,0,2,3,4,0,3,1,0,0,15,0,0,0,663,0,5,0,0,3,1,0,0,522,2,4,0,10,0,0,1,1,0,0,0,1,1,3,0,16,1,0,0,11,0,0,6,1875,2,1,0,34,8,0,180,0,5,24,7,66,14,3,3,10,0,2,8,1,0,0,13,3,0,1,0,7,1,2,3,2,3,16,6,0,3,3,1,4,5,2,0,1,6,1,15,1,1,0,4,1,3,7,7,2,0,1,0,37,5,8,1,8,0,2,6,9,4,1,0,0,4,0,3,0,22,2,2,171,0,1,0,0,18,2,1,1,0,6,0,0,12,1,2,0,0,2,0,0,3,0,4,0,0,9,12,3,10,0,1,4,1,0,0,6,0,2,2,6,43,0,0,1,0,2,22,4,1,0,0,0,1,1,3
"253",0,15,9,2,4,2,1,1,5,0,1,0,0,1,0,1,8,0,0,0,0,0,9,2,0,12,2,4,10,1,19,0,5,9,0,1,3,0,2,4,6,0,13,3,1,2,0,0,0,1,14,11,31,2,25,1,7,0,5,7,0,2,0,1,0,1,0,2,0,0,1,0,7,8,23,3,0,3,6,12,0,0,1,1,5,22,1,1,2,0,3,0,3,1,21,0,0,0,12,2,4,2,0,7,10,0,1,2,0,3,0,0,0,5,4,0,3,11,11,3,2,5,0,0,0,8,0,6,3,0,0,0,0,0,8,12,0,1,2,12,0,0,3,10,5,6,43,0,3,3,12,1,0,1,0,0,6,16,4,32,6,1,4,8,2,3,0,1,0,2,9,11,1,1,1,2,6,16,1,0,2,4,5,1,0,0,27,1,0,2,0,4,7,1,0,4,5,0,0,0,1,9,0,2,5,0,0,0,9,0,145,0,0,1,0,0,0,1,14,0,0,1,16,6,7,0,0,7,6,180,2,9,36,0,1,0,0,0,9,6,0,0,9,34,0,14,41,2,11,6,7,0,2,0,1,6,0,3,7,8,0,0,1,5,4,0,4,1,0,6,8,0,2,153,4,1,0,6,6,3,6,4,2,1,0,3,2,3,0,1,12,0,0,5,0,8,2,1,10,5,0,16,4,0,7,0,5,8,0,5,0,2,1,7,0,1,6,21,0,3,1,1,0,3,0,0,0,15,0,0,36,470,0,1,0,0,2,0,5,65,605,0,7,0,7,0,2,0,1,3,1,0,1,0,1,3,5,0,0,0,2,1,2,7,1295,3,0,0,45,7,0,147,0,3,8,6,124,11,5,1,11,2,1,2,0,0,0,10,9,0,0,1,15,0,6,0,11,12,0,5,0,0,1,0,9,0,2,13,1,1,4,5,4,0,0,4,0,1,5,15,0,2,0,0,119,8,12,0,0,3,4,0,13,11,2,0,2,3,0,1,1,3,1,2,6,1,3,12,0,2,1,0,8,0,9,1,1,4,2,0,0,1,1,0,1,1,0,4,0,0,3,9,1,3,1,4,0,9,1,0,1,0,2,3,27,30,0,0,4,1,8,14,0,28,1,1,0,6,0,1
"254",0,13,0,4,6,8,0,2,8,46,2,0,0,0,0,8,2,0,1,0,0,6,3,0,3,15,6,15,8,0,6,0,25,1,2,2,4,0,3,2,6,1,15,2,1,0,0,0,0,0,8,4,35,3,17,4,7,4,3,0,1,0,2,1,1,0,6,2,0,0,8,2,3,8,19,2,0,5,3,6,3,0,6,1,8,7,1,3,3,3,9,0,1,132,19,1,0,2,0,1,3,0,2,6,9,20,1,4,1,8,0,1,2,4,0,0,0,23,2,0,1,2,0,6,0,21,1,9,3,0,2,0,0,1,2,0,0,4,7,3,5,0,6,11,4,11,53,11,10,6,1,0,0,4,0,0,1,15,2,33,8,15,0,9,2,0,0,4,20,2,6,27,1,0,10,1,0,22,1,0,1,1,2,3,0,8,50,3,0,5,1,8,5,3,0,4,8,2,2,0,0,2,2,7,86,0,1,0,7,0,187,4,1,1,2,2,0,0,7,0,1,2,2,1,11,0,0,5,2,22,5,6,58,0,0,1,0,0,20,3,0,10,8,0,1,2,131,3,27,13,17,1,3,0,0,5,1,1,42,17,0,2,5,3,3,1,0,3,0,29,7,3,4,150,3,9,0,1,10,1,10,1,1,0,0,2,1,1,0,2,6,1,0,15,0,6,3,11,17,0,1,24,3,0,7,0,2,4,0,3,0,0,4,5,0,4,0,4,0,6,2,2,0,3,1,0,0,6,0,3,6,524,0,1,2,0,1,2,0,49,369,0,10,0,4,3,2,19,2,0,0,0,1,0,1,7,16,0,0,0,9,5,2,3,1111,0,1,5,5,8,0,219,0,4,12,7,68,9,10,0,16,3,0,5,1,0,0,9,1,0,0,1,13,2,1,0,12,10,8,9,1,1,0,2,3,0,5,8,0,0,2,8,2,1,0,0,1,5,4,10,1,1,0,0,674,5,17,3,0,0,2,3,0,3,1,0,3,3,0,0,0,5,5,2,50,1,4,1,0,4,13,0,0,0,8,0,0,13,2,0,0,0,1,0,0,6,5,3,2,0,15,2,4,0,0,0,0,3,1,11,1,0,0,1,9,69,0,0,2,1,10,32,3,0,1,0,0,1,1,1
"255",6,6,2,2,8,4,1,1,5,0,1,1,0,0,0,1,6,2,0,2,0,11,3,0,0,13,3,14,13,0,11,0,18,21,0,4,5,0,1,2,1,0,22,0,0,5,0,0,0,0,16,5,57,1,44,1,2,0,2,7,0,1,0,10,0,0,0,0,3,0,5,4,0,0,7,4,0,6,0,12,1,0,8,9,1,15,0,0,15,2,6,2,0,0,52,1,4,0,5,5,3,1,0,2,4,27,0,1,0,5,0,0,0,1,0,0,0,9,2,3,0,1,0,0,0,34,1,13,6,0,0,0,1,2,1,3,3,5,32,1,10,0,1,7,2,19,87,8,0,1,6,0,0,0,0,0,5,4,3,10,7,15,6,18,7,2,0,1,19,1,6,29,2,0,0,5,2,2,0,0,3,2,3,20,1,0,25,6,0,6,0,11,14,14,0,4,4,5,1,0,0,3,0,2,5,1,4,0,9,2,405,2,0,13,0,0,0,1,8,0,0,0,16,2,1,0,2,2,2,17,8,10,30,1,0,0,0,0,18,3,0,3,1,39,2,34,643,12,10,13,7,0,5,0,6,4,3,8,40,10,0,1,5,2,5,0,0,10,0,8,3,9,2,237,1,0,0,2,13,3,11,1,2,4,0,0,0,2,1,18,13,0,0,14,3,5,0,2,50,2,0,12,1,0,4,2,4,6,0,4,1,1,0,15,0,3,0,18,0,2,0,5,0,0,1,0,0,13,0,0,0,416,0,7,0,0,0,3,1,46,818,0,14,0,8,0,0,0,0,0,1,0,4,0,1,2,10,0,1,1,0,2,4,1,1736,0,1,2,26,10,1,116,0,4,13,4,91,24,0,0,7,24,2,6,2,1,1,10,10,0,0,3,6,4,2,1,10,3,2,2,0,0,1,0,11,2,6,3,0,0,0,3,0,2,0,2,1,0,9,4,1,0,0,0,0,14,6,0,0,1,2,1,8,9,2,0,4,6,1,0,2,25,2,0,17,1,6,4,0,9,2,1,6,0,14,2,3,11,0,0,0,0,13,0,1,1,9,9,0,0,0,0,5,7,2,1,0,7,1,0,12,0,1,2,6,28,3,1,14,0,6,36,6,14,1,0,0,5,0,2
"256",0,15,8,1,8,3,1,0,1,1,2,3,0,1,0,6,13,0,0,8,0,7,3,0,0,34,1,8,10,0,14,1,26,1,0,5,4,0,6,5,6,0,9,0,0,2,0,0,2,2,1,5,35,5,30,0,0,0,4,12,1,0,1,3,9,2,0,1,1,0,5,7,1,5,11,0,1,1,2,31,1,1,6,21,9,13,0,0,5,12,6,0,3,18,22,3,3,0,2,3,7,4,0,4,5,54,0,1,0,5,0,0,5,4,0,0,3,31,0,0,4,0,0,0,2,2,0,4,1,0,0,1,6,0,2,0,0,10,21,2,1,0,1,13,2,15,45,8,0,2,6,1,0,7,1,1,9,11,4,7,0,5,2,2,4,0,0,5,21,4,6,55,2,1,4,1,19,28,0,0,4,1,4,7,1,0,50,1,0,1,0,9,5,9,0,8,6,2,2,3,1,0,1,14,27,5,1,0,14,7,233,2,0,9,2,0,0,0,5,10,0,1,23,16,6,3,0,10,0,4,1,3,32,1,0,0,0,1,7,3,0,4,8,0,1,16,21,6,6,24,7,1,1,2,0,2,2,4,22,11,0,0,0,4,4,2,2,1,0,2,2,1,1,115,13,2,0,0,11,5,11,1,0,1,1,6,0,3,0,7,15,0,0,16,0,2,4,3,96,0,1,11,7,0,6,0,2,6,0,4,0,13,10,3,0,3,0,0,0,1,1,4,0,3,2,3,0,4,0,0,8,593,0,17,0,0,4,8,2,0,498,0,11,0,9,0,2,1,0,0,1,1,1,0,6,3,18,1,1,0,10,1,8,3,1321,1,0,5,5,6,0,267,0,7,19,8,124,8,2,4,14,0,2,5,0,0,0,16,1,0,0,3,9,1,6,5,6,3,87,8,1,15,2,1,3,0,10,0,1,1,0,10,0,1,0,3,2,1,4,8,8,3,0,0,7,2,4,4,2,0,2,5,28,3,0,0,6,1,0,3,0,5,1,0,349,0,7,1,0,1,24,0,4,0,0,1,0,15,0,3,0,0,7,0,0,5,1,3,2,0,4,15,3,10,0,2,0,3,0,1,2,0,0,2,16,74,0,0,5,1,12,64,9,5,1,1,0,2,1,6
"257",2,39,0,2,3,3,1,0,2,0,0,1,0,2,0,9,14,0,0,2,1,2,1,0,0,21,3,6,16,1,22,0,7,7,0,0,9,0,3,7,5,0,37,0,4,0,0,0,1,1,4,9,32,5,15,4,4,0,11,13,1,0,0,6,5,0,0,3,0,1,0,2,7,0,16,0,0,2,0,50,1,0,2,9,12,16,0,1,7,1,8,0,4,62,16,0,1,0,12,6,3,0,0,1,11,225,0,0,0,14,0,0,0,4,0,0,4,37,10,1,1,1,0,0,0,17,0,15,1,0,2,0,1,0,1,2,0,7,8,8,0,0,2,14,3,7,8,0,0,1,7,3,0,4,1,0,3,4,2,21,3,2,11,1,8,0,0,10,0,1,5,22,5,2,20,1,0,6,0,0,3,2,0,9,0,0,19,5,0,9,9,4,7,28,0,6,26,6,0,4,1,13,0,13,12,0,0,1,7,13,119,0,0,6,0,1,1,0,5,7,0,4,158,1,12,0,1,0,5,25,4,9,73,2,0,0,2,6,12,2,0,5,5,0,3,3,110,18,14,7,3,0,2,1,0,1,0,0,84,17,0,0,0,4,5,0,0,19,0,10,2,3,4,157,8,8,0,3,1,1,3,0,5,0,3,0,0,3,0,5,23,0,0,14,0,4,0,4,16,1,1,10,4,3,1,0,4,5,0,7,0,0,5,7,0,7,0,15,0,4,0,4,0,2,0,0,0,9,0,1,3,465,0,19,0,1,0,0,2,40,815,0,14,7,13,0,12,8,4,0,0,2,2,0,0,0,35,2,2,0,5,0,0,3,11108,0,2,0,27,5,2,72,0,1,20,5,43,7,8,0,12,31,2,4,1,0,0,16,10,0,0,0,0,3,5,1,0,13,6,7,0,8,0,0,11,0,1,6,1,1,2,4,3,8,0,4,3,3,13,29,7,0,0,0,55,1,3,1,29,4,2,0,30,9,0,0,0,0,0,0,0,8,2,0,23,1,11,0,0,10,32,4,4,0,13,0,0,6,1,0,0,0,5,0,0,1,1,1,0,0,0,11,1,12,0,0,0,15,0,6,4,0,3,2,20,243,2,1,1,1,12,30,6,1,3,4,0,1,0,1
"258",0,4,0,1,4,2,2,2,1,5,0,1,0,0,0,0,9,1,0,0,0,2,0,0,1,50,5,2,5,0,9,0,6,5,0,2,3,0,2,1,8,0,19,1,1,1,0,0,0,0,9,3,26,4,39,2,6,3,12,15,2,1,1,4,7,1,0,1,0,0,0,0,5,1,9,2,0,0,0,21,2,0,1,22,6,0,0,0,1,6,8,1,6,156,24,1,1,3,0,7,2,0,0,3,9,50,1,3,2,5,0,0,3,1,1,0,1,9,2,0,4,1,1,0,2,8,0,2,6,0,1,0,0,1,0,0,0,2,2,3,2,0,2,11,2,6,25,5,1,10,6,0,0,7,6,0,4,15,0,21,8,11,11,0,3,0,1,4,6,1,1,50,2,0,2,1,13,15,2,0,2,13,2,1,2,0,17,8,0,7,0,7,3,2,0,4,11,4,0,2,0,31,1,11,5,0,2,1,8,2,93,3,0,10,2,2,0,2,5,1,0,1,2,1,7,0,0,5,1,46,2,6,54,1,0,0,0,0,19,4,0,0,9,0,1,9,79,9,14,10,5,1,0,2,4,1,2,2,48,14,2,6,3,1,2,1,18,2,0,25,2,2,0,128,0,2,0,1,2,5,10,4,6,0,1,2,2,0,0,5,16,0,0,3,0,3,0,7,96,3,1,5,0,0,7,1,3,6,0,3,1,1,0,2,0,1,0,9,0,2,10,3,0,3,0,0,0,12,0,2,4,323,0,4,1,0,3,2,0,0,573,0,8,5,4,0,1,1,0,0,0,1,1,0,1,3,16,0,1,0,18,1,0,0,17006,1,0,1,3,3,0,151,0,2,7,6,194,6,10,2,16,7,0,1,3,1,0,9,0,1,0,1,4,1,8,3,3,26,11,1,0,0,0,0,4,1,14,0,2,2,0,1,1,1,0,3,2,5,3,19,7,2,0,0,131,5,14,0,11,1,2,6,29,3,0,0,6,2,0,0,0,4,1,0,16,0,9,0,0,8,11,0,4,0,7,0,1,1,0,0,0,0,9,1,2,4,2,9,0,0,1,6,8,11,1,0,0,1,2,3,4,1,1,1,10,43,0,0,2,0,11,16,0,0,0,2,1,0,1,0
"259",0,1,5,1,9,3,0,0,4,4,2,0,0,0,2,26,5,4,0,2,0,2,2,0,0,18,3,15,9,0,13,1,7,6,1,2,7,0,4,9,7,0,15,2,0,0,0,0,1,1,12,5,31,4,32,1,1,4,3,8,2,0,0,8,2,1,0,0,2,0,12,0,1,8,17,5,0,1,0,9,2,0,8,28,8,4,1,0,6,1,6,2,3,0,19,0,3,0,1,9,2,0,0,4,13,8,0,1,0,7,0,0,1,0,1,0,4,21,3,3,0,7,3,1,0,18,1,7,0,0,3,1,0,0,0,0,0,2,0,18,9,0,5,4,0,5,33,2,0,1,1,2,0,0,0,0,1,8,0,9,12,13,5,6,4,1,0,2,1,2,3,30,6,0,0,1,13,16,1,0,9,5,3,5,2,0,33,1,0,2,1,8,4,13,0,8,6,3,0,5,0,4,3,0,24,3,0,0,13,1,175,4,0,0,2,3,0,0,8,1,0,0,13,6,11,1,1,3,1,9,4,11,55,1,0,5,0,0,23,1,1,0,9,1,0,8,34,10,23,2,2,0,3,1,1,1,2,3,32,12,0,5,1,2,3,1,0,4,0,29,12,1,0,291,7,0,0,0,2,5,11,0,1,0,5,4,0,4,0,0,14,0,0,8,0,5,0,1,130,0,0,26,5,0,7,0,4,11,0,8,1,1,14,1,0,10,0,0,0,1,0,0,0,9,0,1,0,17,0,0,0,350,2,4,0,0,0,3,3,1,653,4,12,0,5,0,0,5,1,0,0,0,0,0,3,0,11,0,0,0,10,0,8,0,2495,0,0,1,133,1,0,396,0,1,11,5,134,15,7,2,21,10,2,7,0,0,0,26,1,0,1,0,10,2,0,2,9,8,5,4,3,0,1,2,10,0,5,2,0,3,2,1,2,3,0,1,2,1,3,9,0,0,1,0,196,9,17,1,0,0,1,2,21,4,1,0,3,6,1,0,0,5,1,2,41,3,1,0,0,7,7,0,8,0,3,0,0,19,0,0,0,0,11,1,0,2,5,0,0,0,0,5,4,5,0,0,6,3,0,1,6,0,4,4,18,9,0,0,0,0,3,19,0,0,0,0,0,0,2,2
"260",0,10,3,3,1,1,0,0,1,0,2,0,0,1,0,1,13,1,1,0,0,0,1,0,0,48,11,8,8,3,13,1,5,0,0,3,17,7,0,8,11,0,20,2,1,2,0,0,1,1,4,1,32,6,23,0,2,9,5,0,0,0,0,1,3,0,0,2,1,0,1,0,0,77,6,0,0,8,3,12,0,0,1,5,18,0,1,3,8,0,1,2,4,1,58,0,2,0,3,2,2,0,1,5,6,26,0,1,0,10,1,0,0,1,0,0,2,21,15,1,0,1,1,0,0,8,0,7,5,1,0,0,1,0,1,2,0,5,3,7,0,0,5,8,0,6,70,1,1,4,11,30,0,1,0,0,4,12,0,8,12,9,12,15,5,3,0,4,0,4,8,60,1,3,1,0,0,9,0,0,3,3,1,4,0,0,68,4,0,11,0,1,9,7,1,1,2,2,2,2,0,15,3,4,11,2,4,0,4,9,169,1,0,3,1,0,2,0,4,1,0,0,14,3,4,0,2,3,2,13,1,8,46,0,0,0,1,1,12,2,4,3,10,49,0,111,50,13,99,5,4,0,0,0,0,1,1,10,30,12,0,0,2,3,1,0,0,2,1,51,6,1,2,85,4,0,0,4,1,2,3,0,6,3,0,1,2,0,0,5,6,0,0,7,0,5,0,6,4,1,3,7,1,0,5,5,9,5,0,5,0,4,3,9,5,8,0,10,0,8,0,10,0,0,6,0,0,61,0,0,0,860,0,18,0,0,2,0,3,380,417,0,17,1,4,0,16,4,2,2,1,0,0,0,4,0,12,0,0,0,4,1,4,1,16165,1,0,0,20,0,0,51,0,3,24,8,48,12,1,2,7,0,0,1,0,0,0,12,3,1,1,0,9,1,0,0,0,2,1,3,0,6,1,0,7,0,3,0,1,2,2,11,2,13,0,2,1,6,2,4,5,0,2,0,51,4,28,0,1,0,1,3,21,1,0,0,8,2,0,1,0,10,3,4,188,0,4,1,0,14,0,4,2,0,6,0,0,13,0,0,0,0,1,0,1,5,0,3,0,0,10,17,5,5,0,0,3,3,0,0,6,1,0,3,12,12,0,1,5,0,6,36,0,0,0,0,0,0,1,0
"261",0,22,2,5,7,6,1,0,3,0,1,0,0,0,0,1,1,0,0,6,0,11,3,0,0,22,4,10,20,0,12,0,29,4,0,2,1,0,4,3,2,0,16,0,1,0,0,0,0,3,6,6,37,3,33,0,4,6,4,10,0,0,0,5,14,1,0,2,0,0,0,1,3,9,11,3,0,2,1,4,0,0,8,1,7,5,0,2,10,1,4,0,2,3,27,0,2,0,4,4,1,0,0,2,14,55,1,0,0,4,0,0,0,1,0,0,0,66,9,0,0,1,0,0,0,21,0,9,2,2,1,0,0,2,1,0,0,6,4,10,4,0,0,4,2,20,16,0,0,3,9,14,0,10,0,0,7,17,1,9,9,8,10,3,6,0,1,7,5,0,2,17,6,0,14,3,5,7,0,1,5,6,3,6,0,0,35,2,0,12,0,3,10,8,0,2,6,2,0,0,0,6,5,12,5,4,0,0,0,6,380,1,1,0,3,0,0,0,4,0,0,0,11,8,4,0,0,2,3,30,1,13,46,0,0,0,0,0,26,2,0,8,4,0,1,12,172,9,25,24,9,2,1,1,0,0,1,6,24,6,2,1,4,2,1,3,14,4,0,32,6,4,3,173,4,0,1,4,3,5,4,0,5,2,1,2,0,1,0,6,12,0,0,7,0,4,1,1,84,1,7,7,0,0,4,0,9,9,0,3,0,6,7,2,0,0,0,21,0,3,1,3,0,7,1,0,0,38,0,0,5,433,0,13,2,0,4,5,1,70,591,0,13,5,8,0,1,0,0,4,1,0,3,0,7,0,15,0,1,0,5,1,0,1,12245,0,0,0,71,9,1,125,0,1,16,6,67,13,10,2,22,9,0,12,0,0,0,23,5,1,0,0,6,1,0,11,3,3,14,4,11,9,4,2,3,0,8,8,0,2,7,2,0,3,0,1,0,9,2,9,0,3,1,0,59,10,17,0,5,1,6,12,32,2,0,0,3,2,2,2,0,9,0,1,419,0,5,1,0,5,5,3,4,0,3,1,2,16,3,0,0,0,9,0,1,1,0,0,0,0,10,3,0,4,0,0,0,0,0,2,3,0,1,0,18,28,0,1,10,1,3,58,1,9,0,0,0,3,5,2
